UniProt Accession ID,Description,Gene,V08,V28,NV1,V15L,V31,NV2,V14,V6L,V15,V23,V1O,V16,V11,V9L,V01,V22,V04,V25,V07,V10,V17,NV6,NV4,V1L,V13,V21,V6L,V12,V30,NV7,V05,V20,V03,V32,V06,V27,V02
SARG_HUMAN,Specifically androgen-regulated gene protein,SARG,114007.4045,1385920.749,95656.72734,66353.60334,3478491.084,64628.58304,62743.05905,6304.83125,42266.5391,53977.5357,70785.52096,163384.1637,352663.9112,410701.0656,31864.41055,376017.4764,296762.9307,526417.0962,81576.82325,1301114.486,70340.96297,60496.93763,49888.09265,142844.1445,190822.6098,158329.2388,173717.517,45832.66023,830380.2946,162147.3284,873641.3199,223573.4213,681117.5446,731684.8743,171023.8161,295502.4427,167407.1025
SARNP_HUMAN,SAP domain-containing ribonucleoprotein,SARNP,1329284.054,2928.868163,75300.79788,5881.099639,10442.29913,81227.26939,34627.73448,78755.31582,21359.72046,115439.005,100300.6799,66166.16703,14501.89367,374890.0768,37807.39246,47565.24718,76650.32729,193476.514,85365.81186,87492.71693,74059.93255,32644.07184,30341.24802,246987.5808,63349.08101,80046.55277,125928.454,10432.01105,15162.62669,37639.83496,95669.00779,81239.59509,120385.1428,94711.52861,133862.9934,340734.9327,193327.1047
SBDS_HUMAN,Ribosome maturation protein SBDS,SBDS,37046.64108,256386.031,62095.62232,181964.1121,102866.5065,58958.96625,7939.65667,102782.7583,48087.33303,193653.391,88439.42736,52430.82105,100103.8205,316737.5993,284082.025,275490.8489,197837.8182,323146.2814,601041.3265,151061.9419,213950.336,211380.4315,63358.96951,89111.96216,26796.48145,116155.3468,307810.0952,44465.88303,237278.7971,38805.28958,307831.3172,159773.6662,107626.7339,175538.9967,187172.0349,126224.8308,586641.526
SBP1_HUMAN,Selenium-binding protein 1,SELENBP1,81269.09673,986654.2018,608700.2634,710067.5402,253462.6322,30743.30271,255488.4926,148718.683,422899.0343,1015094.572,88920.6111,501380.0367,278294.0318,860442.5061,974068.1693,606649.5261,591790.6533,787200.9454,777413.6074,678438.7308,250107.0307,21667918.97,269496.2111,915688.885,543721.0738,294278.3069,134888.4852,930702.1561,1073721.416,553868.6207,678088.2811,1320420.821,493289.2717,319639.0885,398478.573,501853.6451,613593.5775
SBSN_HUMAN,Suprabasin,SBSN,1475410.42,4513047.937,10030127.41,4685667.593,7502755.978,3255577.924,4700426.33,2378576.898,2823518.694,450906.5411,16191277.34,4845236.058,17598156.61,7562604.781,2751912.758,27217997.16,5442439.852,6462437.337,454242.4395,7889609.365,1465146.297,361585.0352,424767.7728,1897335.003,23127029.05,19329308.38,18256230.96,247440.3603,14172215.43,5011926.278,19984589.45,1410742.862,31687264.32,15154190.1,19613164.73,9765852.422,12108430.19
SCEL_HUMAN,Sciellin,SCEL,3595110.844,1303988.946,1865911.548,474602.1766,1725697.637,218957.4983,242655.0829,8306818.756,297366.7699,527867.5416,499499.925,261184.2439,463254.212,10360943.99,686180.8573,779180.6306,1906412.67,3250765.618,1599907.979,848649.0141,447381.3671,647501.6697,620665.5901,162733.7819,451265.6438,598131.714,4658290.42,149794.7527,1830780.228,433241.2792,2373170.353,2769697.119,3927645.139,1081469.947,742884.3396,7793391.548,6555339.749
SDC1_HUMAN,Syndecan-1,SDC1,90681.70706,152133.5286,169826.5975,282099.0638,7279.810903,40473.78676,154008.8921,122891.7302,7574.548668,61388.13159,3861.884068,32618.89563,118120.6193,11260.47636,62922.30522,78759.2486,88598.5586,162858.1394,23061.0155,21278.1808,184913.9542,23184.62053,42688.88412,535841.1458,352649.4674,93469.72082,13482.93391,73919.78675,88094.88019,126186.5463,70663.0737,332749.572,48129.24074,129665.6116,37906.25769,121663.3518,48802.48479
SEMG1_HUMAN,Semenogelin-1,SEMG1,691079.6555,9223711.261,54411.3832,65206.08647,98092.80551,238979.8414,2553000.469,51735.88295,175349.7198,86841.67652,21349.7102,2770690.429,41601.71014,6099149.831,1026907.09,124430.6922,123573.2228,75710.81457,902728.7098,62047.65419,271711.7268,148473.128,1281496.626,527330.505,47765597.95,1387548.804,121428.1355,132192.8939,348602.9563,15246.89088,488480.4497,653308.1838,597449.797,301145.1067,216600.8465,94882.52742,225929.4361
SEMG2_HUMAN,Semenogelin-2,SEMG2,1064016.401,1371739.472,3486308.063,588774.4224,214232.1403,317685.7968,200557.1784,237810.0953,174077.1507,155540.3506,429787.7213,256579.8333,1027517.084,3173914.117,414078.0267,239379.491,803071.1921,592755.7836,1015382.612,501320.3501,485503.2092,2565769.127,66906.12226,257483.6492,63896498.97,421092.6026,475064.2963,141942.7984,173668.3083,175232.2163,404982.3307,164546.5541,484372.5427,779711.8087,1709410.554,1863998.167,1149349.765
SEPP1_HUMAN,Selenoprotein P,SEPP1,131613.1356,98903.56924,35249.90738,36856.38818,92872.77063,11745.01213,3037.978052,2183.16458,38336.94932,15305.72355,89132.39703,42179.60474,113382.6302,36647.75613,30990.2846,22857.38423,406668.5903,29893.91574,17313.45226,87044.40414,89702.17691,71072.59679,5050.147573,122492.1563,111696.8687,25420.1321,21394.53374,162293.0456,54676.94742,73037.60176,21955.04613,2860.083225,14898.99277,88553.12153,85271.79571,23233.74968,50740.95396
SERA_HUMAN,D-3-phosphoglycerate dehydrogenase,PHGDH,139242.8156,102399.1615,151044.1567,686564.7286,138521.5141,20821.51406,5064.925209,46390.2181,35022.33202,45772.79676,163000.9302,61279.68525,56339.94971,826470.7966,41588.97969,212141.5169,79595.73297,387664.8573,38536.87268,66559.30107,12174.38386,9565.008271,55836.8704,167214.3923,60032.84526,164766.5796,118024.8238,20231.33569,178877.7713,190250.3153,101912.786,60519.46996,63144.57237,142204.0935,138902.7585,505039.9793,499067.2042
SERB_HUMAN,Phosphoserine phosphatase,PSPH,51135.85898,1602.075712,217986.3407,205.8902995,82905.97184,3306.054499,69.27193943,7479.0673,37514.50159,224465.556,1613.860447,60845.36625,54677.37454,94481.50734,296136.7295,105887.7713,12219.04359,190193.0801,109022.71,49365.43711,58705.85436,33810.34476,2511.429728,13623.93664,64498.05842,138873.0768,136837.1299,1255.481049,333107.9989,21201.32596,140355.8159,332075.6724,146078.6636,123404.5724,44459.57341,380134.4758,254150.6625
SET_HUMAN,Protein SET,SET,223940.0657,237814.9867,2339835.474,886651.1932,171054.0159,271040.9596,58051.38052,282572.0002,838299.0787,1180889.561,152189.0687,668296.2499,456195.5447,431634.165,1522090.805,637567.0831,1207785.934,1044120.647,1420609.381,181239.3456,520562.6024,499845.2825,307310.989,59979.16378,307298.4863,929656.9565,543017.2299,298136.7199,1287881.118,1348433.74,725832.5783,2485138.206,6155670.659,891582.5476,586444.8702,452254.1611,1088883.966
SF3B1_HUMAN,Splicing factor 3B subunit 1,SF3B1,5328.693173,11727.92526,253161.3929,61173.67746,43516.14708,295486.4254,4295.275442,47611.35723,5063.140256,3594.462605,44724.35962,64530.51771,48808.91449,21039.88164,17210.78502,42931.82676,34852.27083,19233.50754,18786.64744,69105.61612,20654.3331,245169.6053,153713.7065,5280.328942,29628.40993,55491.04364,94643.46663,19080.98765,23368.25308,32739.65847,68497.93486,22169.60811,176816.8572,37837.93625,66809.5635,65481.39799,27435.44664
SF3B3_HUMAN,Splicing factor 3B subunit 3,SF3B3,26442.21493,33963.43569,31152.80923,839.1189161,6378.987118,12374.44776,371.1094881,1768.181973,79061.64867,6238.31447,450.1804678,5945.106625,3111.712734,17073.96404,3393.230465,1468.749591,8367.073917,906.6731139,7448.075337,22419.54335,6061.975974,19650.45355,103109.1293,1205.014554,8321.096849,6269.867198,5124.427148,3035.711561,7216.173761,18079.10021,2298.008491,2204.161056,375.2433765,6747.717993,2745.073905,7003.875543,7440.315651
SG2A1_HUMAN,Mammaglobin-B,SCGB2A1,619611.2052,8045.462553,230449.0854,25129.4164,148720.6434,30258.71974,1071.975791,70443.74223,54498.58651,50031.45906,648332.1966,47959.77337,9376.010972,116404.7053,84476.11642,16455.62095,1333522.869,28651.90036,314648.3198,130131.3682,56469.63109,17555.26914,348055.8484,48352.17759,525224.0535,53037.61068,173015.5181,226854.4028,54169.02051,21996.1032,165578.3841,197098.7713,33007.37281,201574.0245,797936.8472,66959.05825,76320.39477
SH3L1_HUMAN,SH3 domain-binding glutamic acid-rich-like protein,SH3BGRL,55245.60084,281298.0128,792782.0731,61314.14228,383676.8616,953049.8029,56636.36327,1254468.3,463726.02,688800.7795,1907377.124,161225.961,154341.2384,362483.2618,795181.6656,195293.9971,804119.1434,611527.8024,341587.8981,337548.4695,1421099.037,526642.3023,894389.1977,1003306.694,513834.8678,372312.6562,144134.8503,322796.8549,892520.3573,283580.4383,325791.9306,2838544.653,658687.1746,458223.7903,349240.5922,388548.3204,521288.2886
SH3L3_HUMAN,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,11069.27011,118963.9082,401663.6458,6243.628947,217516.7706,505.4933512,33784.37436,223737.3083,55624.5055,366611.228,115522.5713,24447.65345,30527.44013,13448.93628,20847.33203,200539.5203,110621.7051,138812.4045,968.0098039,217634.5561,697537.2517,264013.1858,65870.88089,263221.8591,89053.60525,99376.90969,4972.315761,20297.88446,456801.8267,48354.75091,159737.8289,1745022.517,64844.20977,377111.2804,51296.34343,24979.71509,38631.55588
SHPS1_HUMAN,Tyrosine-protein phosphatase non-receptor type substrate 1,SIRPA,24184.05904,142658.544,21127.97256,238882.0443,38146.24624,16995.31444,2495884.971,6972.082807,1077686.333,5051.33164,45858.81744,87458.17215,167929.1066,16752.31759,767.7857417,29165.57104,118668.5402,13407.49957,39192.71854,25450.15393,60809.33932,126656.1494,139844.9275,25812.63045,37692.81598,119092.3315,52950.71237,31218.17789,16221.90069,55315.83505,53625.39928,168919.6009,265576.7784,54684.27463,48062.86189,335857.7022,277096.5217
SIAE_HUMAN,Sialate O-acetylesterase,SIAE,78547.72633,35608.06804,262461.7448,137235.7514,38161.96407,20064.31218,26696.59721,76781.22154,37524.23016,17987.85678,27558.20364,6356.883926,89151.98416,30723.79258,107052.9191,62418.96126,35857.92208,37810.23406,101755.7155,25586.31279,38914.96331,805555.3534,16824.32568,11492.17679,33279.11714,96009.06614,51203.69159,26238.37505,17729.53725,164250.3726,44878.27404,96276.18916,275997.2506,31790.04306,202620.9842,53829.47203,127141.4194
SIAS_HUMAN,Sialic acid synthase,NANS,29832.89396,95209.58886,268188.9823,897095.1133,79168.74291,235684.4751,20354.39361,171211.4311,599334.8455,406053.0959,92754.63989,462096.7372,25024.21963,580992.2766,220227.5368,195692.2574,25015.67973,206722.0997,84729.88578,126538.3879,329234.6541,1574325.181,50260.52201,28895.99845,65481.2958,56774.50106,66580.29972,211853.1142,713559.7447,106552.832,670515.74,334165.7272,46145.40665,196048.3509,54565.55487,149452.0061,109849.8449
SLK_HUMAN,STE20-like serine/threonine-protein kinase,SLK,89250.51167,48283.60707,198569.9042,69137.55409,101246.0925,98779.81072,26757.97231,113905.1259,51348.91073,29261.33685,55072.09263,70555.98298,97333.92861,138340.3965,37861.65814,83313.14027,101635.8779,84931.18841,52200.65159,58867.1523,89028.02554,484083.2752,49926.53542,63623.1598,97614.55731,238316.4651,99745.55844,20530.78047,81790.87894,115036.4994,148154.8037,102648.8968,312355.1006,50448.49281,312112.6751,298453.6306,230250.6973
SLPI_HUMAN,Antileukoproteinase,SLPI,861778.1997,3065250.754,3472036.929,2865703.887,3713014.879,2328670.859,6854492.753,445661.5268,2229422.71,736377.2514,128080295.7,3874893.03,2650553.431,717669.6559,1702124.613,2809592.499,3371889.523,3878734.547,31164637.73,2062489.959,652785.1098,2167818.524,520771.5978,9227690.403,12962772.94,844657.4075,135596567,4015538.953,5658873.892,3153279.671,2461338.263,1411191.578,4151170.005,11246616.03,19726438.46,6668862.347,50046326.83
SMD3_HUMAN,Small nuclear ribonucleoprotein Sm D3,SNRPD3,16431.37509,2792.324497,29619.77003,153321.8852,8421.874771,11201.97651,10380.34601,9910.225002,70769.50681,32154.83986,1899.599401,1305.126733,13106.15312,87935.75434,78797.31014,18800.19426,23181.19989,28278.41428,43873.96135,4282.721668,277310.3682,216648.8528,55723.95418,86015.80715,48199.49761,13167.11775,3203.961492,202328.4814,78341.09175,43213.24783,39886.7408,190560.2719,64914.32772,31857.37981,75358.75667,75893.08014,56901.86823
SODC_HUMAN,Superoxide dismutase [Cu-Zn],SOD1,178821.2819,1841735.63,2389784.297,365082.9166,367147.1775,7529649.405,624854.2117,1765044.475,3045203.048,5884442.699,1446059.687,2401271.959,2311548.576,1346921.192,2664161.952,2915283.191,5219280.503,5706855.045,1683449.491,1562043.924,1041618.448,3946196.302,448980.062,564553.5809,1402009.999,6877894.02,1542879.917,1216455.151,9487875.076,646243.6245,3139727.494,9402387.149,5638106.323,3108560.007,3380443.26,2788430.391,10491309.38
SODE_HUMAN,Extracellular superoxide dismutase [Cu-Zn],SOD3,2406.222527,6113.649613,5039.055382,61484.67692,18891.49498,10626.81819,1,4790.60831,3705.175568,2458.801752,912.1268985,92.19541564,3174.921181,215.1724966,7098.629201,7160.584424,6200.498089,6930.434252,1871.88893,15113.03396,19600.87337,276798.9148,16413.56498,10695.89693,323.3826631,1567.480671,3643.51201,1092.875225,4550.35554,4501.711092,12136.1035,425.5950249,771.1568914,29016.77864,107.8596803,8752.815519,9356.770555
SORCN_HUMAN,Sorcin,SRI,36260.95689,39247.93934,275716.28,87797.11477,73088.87395,75824.22223,27537.28634,33471.71778,17469.4439,48241.75403,121000.3952,8631.569964,3261.04415,76016.10039,25685.72327,809.9679015,74340.07468,26820.94449,71582.75953,52057.86272,40737.86343,548140.1616,211888.6747,16391.1544,6192.552687,2846.044358,187135.1007,45359.35879,60862.09816,117645.5696,40219.72706,74534.53441,36208.8806,20537.18405,108785.2166,47037.24878,92147.63559
SPB10_HUMAN,Serpin B10,SERPINB10,360933.6447,34563.36946,65640.73863,33741.81052,55486.48521,217402.7338,24742.94331,305775.6161,900573.092,319850.2731,65441.10057,800009.9466,145304.6366,428324.2103,314376.8291,240647.8032,234635.2791,67389.65974,428833.1148,62002.69129,1121986.943,56409.57981,297037.9202,21273.61592,751113.184,127920.3076,281041.8108,224005.3906,208183.5404,97826.84169,191244.8211,139036.0023,106395.9695,58394.41599,277319.5086,275807.7606,226948.6632
SPB12_HUMAN,Serpin B12,SERPINB12,2790.743184,271474.8522,1492029.092,193773.5571,172603.5791,40688.86259,13798.43118,71684.32204,164026.5137,171588.1774,421163.4332,55960.3267,189041.2933,184327.606,39650.39164,786432.2173,263984.2833,931684.3665,10665.23049,297477.1842,79225.19496,104975.6127,43450.8782,26564.99218,102609.613,181900.9236,148033.0503,85400.13294,1383055.797,390591.0148,37855.77677,204696.6649,20705.37782,1972386.797,88999.32602,25157.13709,67261.33919
SPB13_HUMAN,Serpin B13,SERPINB13,241726.3482,310346.2661,4105306.669,269264.9512,6466297.011,157614.9553,15730.89059,530154.9777,1544576.072,2589407.311,1236738.33,1364011.014,4986397.821,1562065.522,6015302.865,5013307.114,539942.838,4676487.789,731287.7306,3240868.354,2604126.563,439548.9075,376816.4827,227282.7663,3304715.49,7730829.894,3234099.803,515521.8559,7819207.265,502705.7936,5627804.757,14549441.26,20479337.77,4643900.832,3777329.121,4161628.088,3982830.647
SPB3_HUMAN,Serpin B3,SERPINB3,10231873.92,285682424.6,128447903,10170104.67,115954294,579000.628,21505967.2,55839319.13,16685140.94,9448483.652,12043868.21,12882950.25,80313859.35,61457854.85,41222111.35,204901796.5,133250338.4,199309055.9,279875473.9,54847402.32,14953368.78,1857633.296,48739996.25,1356258.628,46476591.07,261778153.5,110383618.9,5966117.343,102917688.7,58736803.86,87881036.47,206433272.7,400873373.9,187895103.8,178121536.6,163745789.7,181084604.9
SPB4_HUMAN,Serpin B4,SERPINB4,608413.3759,5723916.77,25488838.05,37636674.46,2166280.386,92814.72476,154625.5933,2736201.631,513854.6848,3054222.725,686959.9291,487985.2094,1012006.007,1572125.871,5818788.567,2801857.593,2273144.279,3987835.984,21213579.95,1571388.015,1002694.102,64409.6132,7167251.922,414759.104,535612.6969,7323528.237,2378252.533,845050.9359,2354521.45,6232271.246,1667464.54,44731931.44,7082386.868,5612807.725,1224685.296,4169959.348,6451838.43
SPB5_HUMAN,Serpin B5,SERPINB5,231949.2638,3423153.797,1677654.895,69443.17537,643571.693,11048.16962,24263.3938,237258.0756,192596.8844,606587.1717,313963.9081,546936.5418,51183.37098,996020.2461,762790.8186,486342.3258,217240.8661,562037.4551,659881.1477,300877.1907,159339.7927,96348.48965,210707.4381,76863.25767,29565.46,159106.6485,732916.6889,647553.7948,542907.7235,197203.785,194538.6281,4014810.04,378796.8787,302574.6261,200159.964,1096456.218,2579000.566
SPB7_HUMAN,Serpin B7,SERPINB7,37693.70143,51283.19677,69230.1955,725969.7718,50744.39036,934107.7614,7349.635877,404995.2244,43210.2754,28673.31067,50067.41884,56489.62474,169088.2866,187145.1737,152603.7055,240402.0735,666497.6323,243313.3258,148822.9017,79340.31329,54927.98938,34017.40694,1939453.104,144314.0063,72096.19591,290770.9109,128716.6334,73828.89026,59201.42662,1009689.204,138617.7654,100998.9263,31756.5763,115983.337,433710.074,144798.5269,143101.0869
SPB8_HUMAN,Serpin B8,SERPINB8,61566.63586,23720.77527,137982.8261,222111.5861,41449.31647,9620.180255,5617.566837,66977.37422,178031.6782,175638.9027,34789.99607,101350.8444,59482.19515,70553.38403,56080.45432,181996.3925,50924.74859,145077.9339,78594.54947,7630.835375,162668.3334,196281.9061,212355.9329,24371.61382,42938.97654,93415.4554,81816.4372,53876.89116,178750.5419,244896.9698,26701.50152,187708.7051,113074.9872,84964.40894,87583.66197,54241.41217,91301.80205
SPB9_HUMAN,Serpin B9,SERPINB9,21135.94449,4854.62341,43460.68105,95755.51637,10518.40721,14671.64914,17908.02591,76003.26107,165838.7145,330540.4831,148197.7689,78135.23584,30691.1752,261321.0603,426871.38,144052.2393,171853.3464,158940.0047,854.2562123,23804.98023,17714.83648,19247.25966,29058.47106,2035517.86,19216.67636,195663.2131,37944.73827,571317.6591,359482.0722,182365.5117,248383.3638,285261.8148,42504.83151,97690.08318,51497.5634,80467.36205,260336.8991
SPIT1_HUMAN,Kunitz-type protease inhibitor 1,SPINT1,314305.9091,72678.18688,598406.9817,41480968.11,527930.316,1780908.768,199622.5029,939800.1678,67720.46053,275186.9505,293654.9954,81881.35131,345427.7589,292957.8335,393968.9306,535918.1991,194109.3463,565097.236,950174.892,177806.8695,170202.3767,135336.3339,185984.4275,118164.394,206913.5148,444693.614,1091582.337,111534.3722,293177.6949,427701.2171,553431.1099,402314.7261,584795.7609,218811.1748,322212.8382,768090.0207,1302701.5
SPON1_HUMAN,Spondin-1,SPON1,118936.2803,317943.755,44115.55752,1528.762025,2065.13228,16956.72898,3966.860933,69270.78594,2781793.813,52301.35291,28786.65726,1250696.145,404606.1681,209059.3669,27898.04202,188538.9713,28340.27548,35902.53295,94970.25459,57059.74645,15078.93176,103816.3233,104921.498,45160.28876,6148.090472,82419.43516,54899.7295,100149.6333,92102.14968,83905.92197,49479.68749,15726.00507,64269.52665,19007.11234,100970.317,105116.7877,103098.6071
SPR1A_HUMAN,Cornifin-A,SPRR1A,28185128.69,337573403.7,49431597.79,5966780.328,397678646.8,2018705.762,158253782.9,57246725.68,211994418.3,45358740.88,181057088.2,124425018.3,858176591.4,70766508.25,297395611.2,362053183.3,440029506,498686856.4,283244636.2,220173394.3,46493718.27,2373186.528,3739214.795,459467515.6,44245534.33,118564674.9,123705682.3,8409812.16,353745904.8,8545067.25,480884759.1,175020299.7,2589670051,182942987.5,969389123.7,568897954.2,515681264.5
